date_obj,Teak%20treasure%20chest%20(flatpack) price
2015-09-30,60
2015-10-05,60
2015-10-06,60
2015-10-07,60
2015-10-08,60
2015-10-09,60
2015-10-10,60
2015-10-11,60
2015-10-12,60
2015-10-13,60
2015-10-14,60
2015-10-15,60
2015-10-16,60
2015-10-17,60
2015-10-18,60
2015-10-19,60
2015-10-20,60
2015-10-22,60
2015-10-23,60
2015-10-24,60
2015-10-25,60
2015-10-26,60
2015-10-27,60
2015-10-29,60
2015-10-30,60
2015-10-31,60
2015-11-01,60
2015-11-02,60
2015-11-03,60
2015-11-04,60
2015-11-05,60
2015-11-06,60
2015-11-07,60
2015-11-08,60
2015-11-09,60
2015-11-10,60
2015-11-11,60
2015-11-12,60
2015-11-13,60
2015-11-14,60
2015-11-15,60
2015-11-16,60
2015-11-17,60
2015-11-18,60
2015-11-19,60
2015-11-20,60
2015-11-21,60
2015-11-22,60
2015-11-23,60
2015-11-24,60
2015-11-25,60
2015-11-26,60
2015-11-27,60
2015-11-28,60
2015-11-29,60
2015-11-30,60
2015-12-01,60
2015-12-02,60
2015-12-03,60
2015-12-04,60
2015-12-05,60
2015-12-06,60
2015-12-07,60
2015-12-08,60
2015-12-09,60
2015-12-10,60
2015-12-11,60
2015-12-13,60
2015-12-14,60
2015-12-15,60
2015-12-16,60
2015-12-17,60
2015-12-18,60
2015-12-19,60
2015-12-20,60
2015-12-21,60
2015-12-22,60
2015-12-23,60
2015-12-24,60
2015-12-25,60
2015-12-26,60
2015-12-27,60
2015-12-28,60
2015-12-29,60
2015-12-30,60
2015-12-31,60
2016-01-01,60
2016-01-02,60
2016-01-03,60
2016-01-04,60
2016-01-05,60
2016-01-06,60
2016-01-07,60
2016-01-08,60
2016-01-09,60
2016-01-10,60
2016-01-11,60
2016-01-12,60
2016-01-13,60
2016-01-14,60
2016-01-15,60
2016-01-16,60
2016-01-17,60
2016-01-18,60
2016-01-19,60
2016-01-20,60
2016-01-21,60
2016-01-22,60
2016-01-23,60
2016-01-24,60
2016-01-25,60
2016-01-26,60
2016-01-27,60
2016-01-28,60
2016-01-29,60
2016-01-30,60
2016-01-31,60
2016-02-01,60
2016-02-02,60
2016-02-03,60
2016-02-04,60
2016-02-05,60
2016-02-06,60
2016-02-07,60
2016-02-08,60
2016-02-09,60
2016-02-10,60
2016-02-11,60
2016-02-12,60
2016-02-13,60
2016-02-14,60
2016-02-15,60
2016-02-16,60
2016-02-17,60
2016-02-18,60
2016-02-19,60
2016-02-20,60
2016-02-21,60
2016-02-22,60
2016-02-23,60
2016-02-24,60
2016-02-25,60
2016-02-26,60
2016-02-27,60
2016-02-28,60
2016-02-29,60
2016-03-01,60
2016-03-02,60
2016-03-03,60
2016-03-04,60
2016-03-05,60
2016-03-06,60
2016-03-07,60
2016-03-08,60
2016-03-09,60
2016-03-10,60
2016-03-11,60
2016-03-12,60
2016-03-13,60
2016-03-14,60
2016-03-15,60
2016-03-16,60
2016-03-17,60
2016-03-18,60
2016-03-19,60
2016-03-20,60
2016-03-21,60
2016-03-22,60
2016-03-23,60
2016-03-24,60
2016-03-25,60
2016-03-26,60
2016-03-27,60
2016-03-28,60
2016-03-29,60
2016-03-30,60
2016-03-31,60
2016-04-01,60
2016-04-02,60
2016-04-03,60
2016-04-04,60
2016-04-05,60
2016-04-06,60
2016-04-07,60
2016-04-08,60
2016-04-09,60
2016-04-10,60
2016-04-11,60
2016-04-12,60
2016-04-13,60
2016-04-14,60
2016-04-15,60
2016-04-16,60
2016-04-17,60
2016-04-18,60
2016-04-19,60
2016-04-20,60
2016-04-21,60
2016-04-22,60
2016-04-23,60
2016-04-24,60
2016-04-25,60
2016-04-26,60
2016-04-27,60
2016-04-28,60
2016-04-29,60
2016-04-30,60
2016-05-01,60
2016-05-02,60
2016-05-03,60
2016-05-04,60
2016-05-05,60
2016-05-06,60
2016-05-07,60
2016-05-08,60
2016-05-09,60
2016-05-10,60
2016-05-11,60
2016-05-12,60
2016-05-13,60
2016-05-14,60
2016-05-15,60
2016-05-16,60
2016-05-17,60
2016-05-18,60
2016-05-19,60
2016-05-22,60
2016-05-23,60
2016-05-24,60
2016-05-25,60
2016-05-26,60
2016-05-27,60
2016-05-28,60
2016-05-29,60
2016-05-30,60
2016-05-31,60
2016-06-01,60
2016-06-02,60
2016-06-03,60
2016-06-04,60
2016-06-05,60
2016-06-06,60
2016-06-07,60
2016-06-08,60
2016-06-09,60
2016-06-10,60
2016-06-11,60
2016-06-12,60
2016-06-13,60
2016-06-14,60
2016-06-15,60
2016-06-16,60
2016-06-17,60
2016-06-18,60
2016-06-19,60
2016-06-20,60
2016-06-21,60
2016-06-22,60
2016-06-23,60
2016-06-24,60
2016-06-25,60
2016-06-26,60
2016-06-27,60
2016-06-28,60
2016-06-29,60
2016-06-30,60
2016-07-01,60
2016-07-02,60
2016-07-03,60
2016-07-04,60
2016-07-05,60
2016-07-06,60
2016-07-07,60
2016-07-08,60
2016-07-09,60
2016-07-10,60
2016-07-11,60
2016-07-12,60
2016-07-13,60
2016-07-14,60
2016-07-15,60
2016-07-16,60
2016-07-17,60
2016-07-18,60
2016-07-24,60
2016-07-25,60
2016-07-26,60
2016-07-27,60
2016-07-28,60
2016-07-29,60
2016-07-30,60
2016-07-31,60
2016-08-01,60
2016-08-02,60
2016-08-03,60
2016-08-04,60
2016-08-05,60
2016-08-06,60
2016-08-07,60
2016-08-08,60
2016-08-09,60
2016-08-10,60
2016-08-11,60
2016-08-12,60
2016-08-13,60
2016-08-14,60
2016-08-15,60
2016-08-16,60
2016-08-17,60
2016-08-18,60
2016-08-19,60
2016-08-20,60
2016-08-21,60
2016-08-22,60
2016-08-23,60
2016-08-24,60
2016-08-25,60
2016-08-26,60
2016-08-28,60
2016-08-31,60
2016-09-01,60
2016-09-02,60
2016-09-03,60
2016-09-04,60
2016-09-05,60
2016-09-06,60
2016-09-07,60
2016-09-08,60
2016-09-09,60
2016-09-10,60
2016-09-11,60
2016-09-12,60
2016-09-13,60
2016-09-14,60
2016-09-15,60
2016-09-16,60
2016-09-17,60
2016-09-18,60
2016-09-19,60
2016-09-20,60
2016-09-21,60
2016-09-22,60
2016-09-23,60
2016-09-24,60
2016-09-25,60
2016-09-26,60
2016-09-27,60
2016-09-28,60
2016-09-29,60
2016-09-30,60
2016-10-01,60
2016-10-02,60
2016-10-03,60
2016-10-04,60
2016-10-05,60
2016-10-06,60
2016-10-07,60
2016-10-08,60
2016-10-09,60
2016-10-10,60
2016-10-11,60
2016-10-12,60
2016-10-13,60
2016-10-14,63
2016-10-15,63
2016-10-16,63
2016-10-17,63
2016-10-18,63
2016-10-19,63
2016-10-20,63
2016-10-21,63
2016-10-22,63
2016-10-23,63
2016-10-24,63
2016-10-25,63
2016-10-26,63
2016-10-27,63
2016-10-28,63
2016-10-29,63
2016-10-30,63
2016-10-31,63
2016-11-01,63
2016-11-02,63
2016-11-03,63
2016-11-04,63
2016-11-05,63
2016-11-06,63
2016-11-07,63
2016-11-08,63
2016-11-09,63
2016-11-10,63
2016-11-11,63
2016-11-12,63
2016-11-13,63
2016-11-14,63
2016-12-08,63
2016-12-09,63
2016-12-10,63
2016-12-11,63
2016-12-12,63
2016-12-13,63
2016-12-14,63
2016-12-15,63
2016-12-16,63
2016-12-17,63
2016-12-18,63
2016-12-19,63
2016-12-20,63
2016-12-21,63
2016-12-22,63
2016-12-23,63
2016-12-24,63
2016-12-25,63
2016-12-26,63
2016-12-27,63
2016-12-28,63
2016-12-29,63
2016-12-30,63
2016-12-31,63
2017-01-01,63
2017-01-02,63
2017-01-03,63
2017-01-04,63
2017-01-05,63
2017-01-06,63
2017-01-07,63
2017-01-08,63
2017-01-09,63
2017-01-10,63
2017-01-11,63
2017-01-12,63
2017-01-13,63
2017-01-14,63
2017-01-15,63
2017-01-16,63
2017-01-17,63
2017-01-18,63
2017-01-19,63
2017-01-20,63
2017-01-21,63
2017-01-22,63
2017-01-27,63
2017-01-28,63
2017-01-29,63
2017-01-30,63
2017-01-31,63
2017-02-01,63
2017-02-02,63
2017-02-03,63
2017-02-04,63
2017-02-05,63
2017-02-06,63
2017-02-07,63
2017-02-08,63
2017-02-09,63
2017-02-10,63
2017-02-11,63
2017-02-12,63
2017-02-13,63
2017-02-14,63
2017-02-15,63
2017-02-16,63
2017-02-18,63
2017-02-19,63
2017-02-20,63
2017-02-21,63
2017-02-22,63
2017-02-23,63
2017-02-24,63
2017-02-25,63
2017-02-26,63
2017-02-27,63
2017-02-28,63
2017-03-01,63
2017-03-02,63
2017-03-03,63
2017-03-04,63
2017-03-05,63
2017-03-06,63
2017-03-07,63
2017-03-08,63
2017-03-09,63
2017-03-10,63
2017-03-11,63
2017-03-12,63
2017-03-13,63
2017-03-14,63
2017-03-15,63
2017-03-16,63
2017-03-17,63
2017-03-18,63
2017-03-19,63
2017-03-20,63
2017-03-21,63
2017-03-22,63
2017-03-23,63
2017-03-24,63
2017-03-25,63
2017-03-26,63
2017-03-27,63
2017-03-28,63
2017-03-29,63
2017-03-30,63
2017-03-31,63
2017-04-01,63
2017-04-02,63
2017-04-03,63
2017-04-04,63
2017-04-12,63
2017-04-13,63
2017-04-14,63
2017-04-15,63
2017-04-16,63
2017-04-17,63
2017-04-18,63
2017-04-19,63
2017-04-20,63
2017-04-21,63
2017-04-22,63
2017-04-23,63
2017-04-24,63
2017-04-25,63
2017-04-26,63
2017-04-27,63
2017-04-28,63
2017-04-29,63
2017-04-30,63
2017-05-01,63
2017-05-02,63
2017-05-03,63
2017-05-04,63
2017-05-05,63
2017-05-06,63
2017-05-07,63
2017-05-08,63
2017-05-09,63
2017-05-10,63
2017-05-11,63
2017-05-12,63
2017-05-13,63
2017-05-14,63
2017-05-15,63
2017-05-16,63
2017-05-17,63
2017-05-18,63
2017-05-19,63
2017-05-20,63
2017-05-21,63
2017-05-22,63
2017-05-23,63
2017-05-24,63
2017-05-25,63
2017-05-26,63
2017-05-27,63
2017-05-28,63
2017-05-29,63
2017-05-30,63
2017-05-31,63
2017-06-01,63
2017-06-02,63
2017-06-03,63
2017-06-06,63
2017-06-07,63
2017-06-08,63
2017-06-09,63
2017-06-10,63
2017-06-11,63
2017-06-12,63
2017-06-13,63
2017-06-14,63
2017-06-15,63
2017-06-16,63
2017-06-17,63
2017-06-18,63
2017-06-19,63
2017-06-20,63
2017-06-21,63
2017-06-22,63
2017-06-23,63
2017-06-24,63
2017-06-25,63
2017-06-26,63
2017-06-27,63
2017-06-28,63
2017-06-29,63
2017-06-30,63
2017-07-01,63
2017-07-02,63
2017-07-03,63
2017-07-04,63
2017-07-05,63
2017-07-06,63
2017-07-07,63
2017-07-08,63
2017-07-13,63
2017-07-14,63
2017-07-15,63
2017-07-16,63
2017-07-17,63
2017-07-18,63
2017-07-19,63
2017-07-20,63
2017-07-21,63
2017-07-22,63
2017-07-23,63
2017-07-24,63
2017-07-25,63
2017-07-26,63
2017-07-27,63
2017-07-28,63
2017-07-29,63
2017-07-30,63
2017-07-31,63
2017-08-01,63
2017-08-02,63
2017-08-03,63
2017-08-04,63
2017-08-05,63
2017-08-06,63
2017-08-09,63
2017-08-10,63
2017-08-11,63
2017-08-12,63
2017-08-13,63
2017-08-14,63
2017-08-15,63
2017-08-16,63
2017-08-17,63
2017-08-18,63
2017-08-19,63
2017-08-20,63
2017-08-21,63
2017-08-22,63
2017-08-23,63
2017-08-24,63
2017-08-25,63
2017-08-26,63
2017-08-27,63
2017-08-28,63
2017-08-29,63
2017-08-30,63
2017-08-31,63
2017-09-01,63
2017-09-02,63
2017-09-03,63
2017-09-04,63
2017-09-05,63
2017-09-06,63
2017-09-07,63
2017-09-08,63
2017-09-09,63
2017-09-10,63
2017-09-11,63
2017-09-12,63
2017-09-13,63
2017-09-14,63
2017-09-15,63
2017-09-16,63
2017-09-17,63
2017-09-19,63
2017-09-20,63
2017-09-21,63
2017-09-22,63
2017-09-23,63
2017-09-24,63
2017-09-25,63
2017-09-26,63
2017-09-27,63
2017-09-28,63
2017-09-29,63
2017-09-30,63
2017-10-01,63
2017-10-02,63
2017-10-03,63
2017-10-04,63
2017-10-05,63
2017-10-06,63
2017-10-07,63
2017-10-08,63
2017-10-09,63
2017-10-10,63
2017-10-11,63
2017-10-12,63
2017-10-13,63
2017-10-14,63
2017-10-15,63
2017-10-16,63
2017-10-17,63
2017-10-18,63
2017-10-19,63
2017-10-20,63
2017-10-21,63
2017-10-22,63
2017-10-23,63
2017-10-24,63
2017-10-25,63
2017-10-26,63
2017-10-27,63
2017-10-28,63
2017-10-29,63
2017-10-30,63
2017-10-31,63
2017-11-01,63
2017-11-02,63
2017-11-03,63
2017-11-04,63
2017-11-05,63
2017-11-06,63
2017-11-07,63
2017-11-08,63
2017-11-09,63
2017-11-10,63
2017-11-11,63
2017-11-12,63
2017-11-13,63
2017-11-14,63
2017-11-15,63
2017-11-16,63
2017-11-17,63
2017-11-18,63
2017-11-19,63
2017-11-20,63
2017-11-21,63
2017-11-22,63
2017-11-23,63
2017-11-24,63
2017-11-25,63
2017-11-26,63
2017-11-27,63
2017-11-28,63
2017-11-29,63
2017-11-30,63
2017-12-01,63
2017-12-02,63
2017-12-03,63
2017-12-04,63
2017-12-05,63
2017-12-06,63
2017-12-07,63
2017-12-08,63
2017-12-09,63
2017-12-10,63
2017-12-11,63
2017-12-12,63
2017-12-13,63
2017-12-14,63
2017-12-15,63
2017-12-16,63
2017-12-17,63
2017-12-18,63
2017-12-19,63
2017-12-20,63
2017-12-21,63
2017-12-22,63
2017-12-23,63
2017-12-24,63
2017-12-25,63
2017-12-26,63
2017-12-27,63
2017-12-28,63
2017-12-29,63
2017-12-30,63
2017-12-31,63
2018-01-01,63
2018-01-02,63
2018-01-03,63
2018-01-04,63
2018-01-05,63
2018-01-06,63
2018-01-07,63
2018-01-08,63
2018-01-09,63
2018-01-10,63
2018-01-11,63
2018-01-12,63
2018-01-13,63
2018-01-14,63
2018-01-15,63
2018-01-16,63
2018-01-17,63
2018-01-18,63
2018-01-19,63
2018-01-20,63
2018-01-21,63
2018-01-22,63
2018-01-23,63
2018-01-24,64
2018-01-25,64
2018-01-26,64
2018-01-27,64
2018-01-28,64
2018-01-29,64
2018-01-30,64
2018-02-01,64
2018-02-02,64
2018-02-03,64
2018-02-04,64
2018-02-05,64
2018-02-06,64
2018-02-07,64
2018-02-08,64
2018-02-09,64
2018-02-10,64
2018-02-11,64
2018-02-12,64
2018-02-13,64
2018-02-14,64
2018-02-15,64
2018-02-16,64
2018-02-17,64
2018-02-18,64
2018-02-19,64
2018-02-20,64
2018-02-21,64
2018-02-22,64
2018-02-23,64
2018-02-24,64
2018-02-25,64
2018-02-26,64
2018-02-27,64
2018-02-28,64
2018-03-01,64
2018-03-02,64
2018-03-03,64
2018-03-04,64
2018-03-05,64
2018-03-06,64
2018-03-07,64
2018-03-08,64
2018-03-09,64
2018-03-10,64
2018-03-11,64
2018-03-12,64
2018-03-13,64
2018-03-14,64
2018-03-15,64
2018-03-16,64
2018-03-17,64
2018-03-18,64
2018-03-19,64
2018-03-20,64
2018-03-21,64
2018-03-23,64
2018-03-24,64
2018-03-26,64
2018-03-27,64
2018-03-28,64
2018-03-29,64
2018-03-30,64
2018-03-31,64
2018-04-01,64
2018-04-02,64
2018-04-03,64
2018-04-04,64
2018-04-05,64
2018-04-06,64
2018-04-08,64
2018-04-09,64
2018-04-10,64
2018-04-11,64
2018-04-12,64
2018-04-13,64
2018-04-14,64
2018-04-16,64
2018-04-17,64
2018-04-18,64
2018-04-19,64
2018-04-20,64
2018-04-21,64
2018-04-22,64
2018-04-23,64
2018-04-24,64
2018-04-25,64
2018-04-26,64
2018-04-27,64
2018-04-28,64
2018-04-29,64
2018-04-30,64
2018-05-02,64
2018-05-03,64
2018-05-04,64
2018-05-05,64
2018-05-06,64
2018-05-07,64
2018-05-08,64
2018-05-09,64
2018-05-10,64
2018-05-11,64
2018-05-12,64
2018-05-13,64
2018-05-14,64
2018-05-15,64
2018-05-16,64
2018-05-17,64
2018-05-18,64
2018-05-19,64
2018-05-20,64
2018-05-21,64
2018-05-22,64
2018-05-23,64
2018-05-24,64
2018-05-25,64
2018-05-26,64
2018-05-27,64
2018-05-28,64
2018-05-29,64
2018-05-30,64
2018-05-31,64
2018-06-01,64
2018-06-02,64
2018-06-03,64
2018-06-04,64
2018-06-05,64
2018-06-06,64
2018-06-07,64
2018-06-08,64
2018-06-09,64
2018-06-10,64
2018-06-11,64
2018-06-12,64
2018-06-13,64
2018-06-14,64
2018-06-15,64
2018-06-16,64
2018-06-17,64
2018-06-18,64
2018-06-19,64
2018-06-20,64
2018-06-21,64
2018-06-22,64
2018-06-23,64
2018-06-24,64
2018-06-25,64
2018-06-26,64
2018-06-27,64
2018-06-28,64
2018-06-29,64
2018-06-30,64
2018-07-01,64
2018-07-02,64
2018-07-03,64
2018-07-04,64
2018-07-05,64
2018-07-06,64
2018-07-07,64
2018-07-08,64
2018-07-09,64
2018-07-10,64
2018-07-11,64
2018-07-12,64
2018-07-13,64
2018-07-14,64
2018-07-15,64
2018-07-16,64
2018-07-17,64
2018-07-18,64
2018-07-19,64
2018-07-20,64
2018-07-21,64
2018-07-22,64
2018-07-23,64
2018-07-24,64
2018-07-25,64
2018-07-26,64
2018-07-27,64
2018-07-28,64
2018-07-29,64
2018-07-30,64
2018-07-31,64
2018-08-01,64
2018-08-02,64
2018-08-03,64
2018-08-04,64
2018-08-05,64
2018-08-06,64
2018-08-07,64
2018-08-08,64
2018-08-09,64
2018-08-10,64
2018-08-11,64
2018-08-12,64
2018-08-14,64
2018-08-16,64
2018-08-17,64
2018-08-18,64
2018-08-19,64
2018-08-20,64
2018-08-21,64
2018-08-22,64
2018-08-23,64
2018-08-24,64
2018-08-25,64
2018-08-26,64
2018-08-27,64
2018-08-28,64
2018-08-29,64
2018-08-30,64
2018-08-31,64
2018-09-01,64
2018-09-02,64
2018-09-03,64
2018-09-04,64
2018-09-05,64
2018-09-06,64
2018-09-07,64
2018-09-08,64
2018-09-09,64
2018-09-10,64
2018-09-11,64
2018-09-12,64
2018-09-13,64
2018-09-14,64
2018-09-15,64
2018-09-16,64
2018-09-17,64
2018-09-18,64
2018-09-19,64
2018-09-20,64
2018-09-21,64
2018-09-22,64
2018-09-23,64
2018-09-24,64
2018-09-25,64
2018-09-26,64
2018-09-27,64
2018-09-28,64
2018-09-29,64
2018-09-30,64
2018-10-02,64
2018-10-03,64
2018-10-04,64
2018-10-05,64
2018-10-06,64
2018-10-07,64
2018-10-08,64
2018-10-09,64
2018-10-10,64
2018-10-11,64
2018-10-12,64
2018-10-13,64
2018-10-14,64
2018-10-15,64
2018-10-16,64
2018-10-17,64
2018-10-18,64
2018-10-19,64
2018-10-20,64
2018-10-21,64
2018-10-22,64
2018-10-23,64
2018-10-24,64
2018-10-25,64
2018-10-26,64
2018-10-27,64
2018-10-28,64
2018-10-29,64
2018-10-30,64
2018-10-31,64
2018-11-01,68
2018-11-03,68
2018-11-04,68
2018-11-05,68
2018-11-06,68
2018-11-07,68
2018-11-08,68
2018-11-09,68
2018-11-10,68
2018-11-11,68
2018-11-12,68
2018-11-13,68
2018-11-14,68
2018-11-15,68
2018-11-16,68
2018-11-17,68
2018-11-18,68
2018-11-19,68
2018-11-20,68
2018-11-21,68
2018-11-22,68
2018-11-23,68
2018-11-24,68
2018-11-25,68
2018-11-26,68
2018-11-27,68
2018-11-28,68
2018-11-29,68
2018-12-01,68
2018-12-02,68
2018-12-03,68
2018-12-04,68
2018-12-05,68
2018-12-07,68
2018-12-09,68
2018-12-10,68
2018-12-11,68
2018-12-12,68
2018-12-13,68
2018-12-14,68
2018-12-15,68
2018-12-16,68
2018-12-17,68
2018-12-18,68
2018-12-19,68
2018-12-20,68
2018-12-21,68
2018-12-22,68
2018-12-23,68
2018-12-24,68
2018-12-25,68
2018-12-26,68
2018-12-27,68
2018-12-28,68
2018-12-29,68
2018-12-30,68
2018-12-31,68
2019-01-01,68
2019-01-02,68
2019-01-03,68
2019-01-04,68
2019-01-05,68
2019-01-06,68
2019-01-08,68
2019-01-10,68
2019-01-11,68
2019-01-12,68
2019-01-13,68
2019-01-14,71
2019-01-15,71
2019-01-16,71
2019-01-17,71
2019-01-18,71
2019-01-19,71
2019-01-20,71
2019-01-21,71
2019-01-22,71
2019-01-23,71
2019-01-24,71
2019-01-25,71
2019-01-26,71
2019-01-27,71
2019-01-28,71
2019-01-29,71
2019-01-30,71
2019-01-31,71
2019-02-01,71
2019-02-02,71
2019-02-03,71
2019-02-04,71
2019-02-05,71
2019-02-06,71
2019-02-07,71
2019-02-08,71
2019-02-09,71
2019-02-10,71
2019-02-11,71
2019-02-12,71
2019-02-13,71
2019-02-14,71
2019-02-15,71
2019-02-16,71
2019-02-17,71
2019-02-18,71
2019-02-19,71
2019-02-20,71
2019-02-21,71
2019-02-22,71
2019-02-23,71
2019-02-24,71
2019-02-25,71
2019-02-26,71
2019-02-27,71
2019-02-28,71
2019-03-01,71
2019-03-02,71
2019-03-03,71
2019-03-04,71
2019-03-05,71
2019-03-06,71
2019-03-07,71
2019-03-08,71
2019-03-09,71
2019-03-10,71
2019-03-11,71
2019-03-12,71
2019-03-13,71
2019-03-14,71
2019-03-15,71
2019-03-16,71
2019-03-17,71
2019-03-18,71
2019-03-19,71
2019-03-20,71
2019-03-21,71
2019-03-22,71
2019-03-23,71
2019-03-24,71
2019-03-25,71
2019-03-26,71
2019-03-27,71
2019-03-28,71
2019-03-29,71
2019-03-30,71
2019-03-31,71
2019-04-01,71
2019-04-02,71
2019-04-03,71
2019-04-04,71
2019-04-05,71
2019-04-06,71
2019-04-07,71
2019-04-08,71
2019-04-09,71
2019-04-10,71
2019-04-11,71
2019-04-12,71
2019-04-13,71
2019-04-14,71
2019-04-15,71
2019-04-16,71
2019-04-17,71
2019-04-18,71
2019-04-19,71
2019-04-20,71
2019-04-21,71
2019-04-22,71
2019-04-23,71
2019-04-24,71
2019-04-25,71
2019-04-26,71
2019-04-27,71
2019-04-28,71
2019-04-29,71
2019-04-30,71
2019-05-01,71
2019-05-02,71
2019-05-03,71
2019-05-04,71
2019-05-05,71
2019-05-06,71
2019-05-07,71
2019-05-08,71
2019-05-09,71
2019-05-10,71
2019-05-11,71
2019-05-12,71
2019-05-13,71
2019-05-14,71
2019-05-15,71
2019-05-16,71
2019-05-17,71
2019-05-18,71
2019-05-19,71
2019-05-20,71
2019-05-21,71
2019-05-22,71
2019-05-23,71
2019-05-24,71
2019-05-25,71
2019-05-26,71
2019-05-27,71
2019-05-28,71
2019-05-29,71
2019-05-30,71
2019-05-31,71
2019-06-01,71
2019-06-02,71
2019-06-03,71
2019-06-04,71
2019-06-05,71
2019-06-06,71
2019-06-07,71
2019-06-08,71
2019-06-09,71
2019-06-10,71
2019-06-11,74
2019-06-12,74
2019-06-13,74
2019-06-14,74
2019-06-15,74
2019-06-16,74
2019-06-17,74
2019-06-18,74
2019-06-19,74
2019-06-20,74
2019-06-21,74
2019-06-22,74
2019-06-23,74
2019-06-24,74
2019-06-25,74
2019-06-26,74
2019-06-27,74
2019-06-28,74
2019-06-29,74
2019-06-30,74
2019-07-01,74
2019-07-02,74
2019-07-03,74
2019-07-04,74
2019-07-05,74
2019-07-06,74
2019-07-07,74
2019-07-08,74
2019-07-09,74
2019-07-10,74
2019-07-11,74
2019-07-12,74
2019-07-13,74
2019-07-14,74
2019-07-15,74
2019-07-16,74
2019-07-17,74
2019-07-18,74
2019-07-19,74
2019-07-20,74
2019-07-21,74
2019-07-22,74
2019-07-23,74
2019-07-24,74
2019-07-25,74
2019-07-26,74
2019-07-27,74
2019-07-28,74
2019-07-29,74
2019-07-30,74
2019-07-31,74
2019-08-01,74
2019-08-02,74
2019-08-03,74
2019-08-04,74
2019-08-05,74
2019-08-06,74
2019-08-07,74
2019-08-08,74
2019-08-09,74
2019-08-10,74
2019-08-11,74
2019-08-12,74
2019-08-13,74
2019-08-14,74
2019-08-15,74
2019-08-16,74
2019-08-17,74
2019-08-18,74
2019-08-19,74
2019-08-20,74
2019-08-21,74
2019-08-22,74
2019-08-23,74
2019-08-24,74
2019-08-24,74
2019-08-25,74
2019-08-25,74
2019-08-26,74
2019-08-26,74
2019-08-27,74
2019-08-27,74
