date_obj,Guam%20leaf price
2015-10-27,17
2015-10-29,18
2015-10-30,18
2015-10-31,19
2015-11-01,19
2015-11-02,20
2015-11-03,20
2015-11-04,20
2015-11-05,20
2015-11-06,20
2015-11-07,20
2015-11-08,20
2015-11-09,21
2015-11-10,21
2015-11-11,22
2015-11-12,22
2015-11-13,22
2015-11-14,22
2015-11-15,21
2015-11-16,21
2015-11-17,20
2015-11-18,20
2015-11-19,20
2015-11-20,20
2015-11-21,19
2015-11-22,18
2015-11-23,18
2015-11-24,18
2015-11-25,18
2015-11-26,18
2015-11-27,18
2015-11-28,18
2015-11-29,17
2015-11-30,17
2015-12-01,17
2015-12-02,17
2015-12-03,17
2015-12-04,17
2015-12-05,17
2015-12-06,17
2015-12-07,17
2015-12-08,17
2015-12-09,17
2015-12-10,17
2015-12-11,17
2015-12-12,17
2015-12-13,18
2015-12-14,18
2015-12-15,19
2015-12-16,19
2015-12-17,20
2015-12-18,20
2015-12-19,20
2015-12-20,21
2015-12-21,21
2015-12-22,21
2015-12-23,21
2015-12-24,21
2015-12-25,21
2015-12-26,21
2015-12-27,21
2015-12-28,21
2015-12-29,21
2015-12-31,21
2016-01-01,21
2016-01-02,21
2016-01-03,23
2016-01-04,25
2016-01-05,25
2016-01-06,27
2016-01-07,27
2016-01-08,29
2016-01-09,29
2016-01-10,29
2016-01-11,29
2016-01-12,29
2016-01-13,29
2016-01-14,30
2016-01-15,30
2016-01-16,32
2016-01-17,32
2016-01-18,33
2016-01-19,33
2016-01-20,34
2016-01-21,34
2016-01-22,33
2016-01-23,33
2016-01-24,32
2016-01-25,30
2016-01-26,30
2016-01-27,31
2016-01-28,31
2016-01-29,30
2016-01-30,30
2016-01-31,29
2016-02-01,29
2016-02-02,29
2016-02-03,28
2016-02-04,28
2016-02-05,29
2016-02-06,30
2016-02-07,30
2016-02-08,29
2016-02-09,29
2016-02-10,28
2016-02-11,28
2016-02-12,26
2016-02-13,25
2016-02-14,25
2016-02-15,25
2016-02-16,25
2016-02-17,24
2016-02-18,24
2016-02-19,23
2016-02-20,23
2016-02-21,22
2016-02-22,22
2016-02-23,21
2016-02-24,21
2016-02-25,20
2016-02-26,20
2016-02-27,20
2016-02-28,20
2016-02-29,19
2016-03-01,18
2016-03-02,18
2016-03-03,18
2016-03-04,18
2016-03-05,18
2016-03-06,18
2016-03-07,18
2016-03-08,19
2016-03-09,19
2016-03-10,18
2016-03-11,18
2016-03-12,18
2016-03-13,18
2016-03-14,18
2016-03-15,18
2016-03-16,18
2016-03-17,18
2016-03-18,18
2016-03-19,18
2016-03-20,18
2016-03-21,18
2016-03-22,17
2016-03-23,16
2016-03-24,16
2016-03-25,15
2016-03-26,15
2016-03-27,15
2016-03-28,15
2016-03-29,15
2016-03-30,15
2016-03-31,15
2016-04-01,15
2016-04-02,15
2016-04-03,15
2016-04-04,15
2016-04-05,15
2016-04-06,15
2016-04-07,15
2016-04-08,16
2016-04-09,17
2016-04-10,18
2016-04-11,18
2016-04-12,19
2016-04-13,19
2016-04-14,20
2016-04-15,20
2016-04-16,20
2016-04-17,21
2016-04-18,23
2016-04-19,23
2016-04-20,24
2016-04-21,24
2016-04-22,24
2016-04-23,22
2016-04-24,21
2016-04-25,19
2016-04-26,19
2016-04-27,19
2016-04-28,19
2016-04-29,19
2016-04-30,19
2016-05-01,19
2016-05-02,19
2016-05-03,18
2016-05-04,18
2016-05-05,17
2016-05-06,17
2016-05-07,16
2016-05-08,16
2016-05-09,16
2016-05-10,16
2016-05-11,16
2016-05-12,16
2016-05-13,16
2016-05-14,17
2016-05-15,18
2016-05-16,18
2016-05-17,19
2016-05-18,19
2016-05-19,19
2016-05-22,20
2016-05-23,20
2016-05-24,20
2016-05-25,20
2016-05-26,19
2016-05-27,19
2016-05-28,19
2016-05-29,19
2016-05-30,19
2016-05-31,19
2016-06-01,19
2016-06-02,19
2016-06-03,19
2016-06-04,18
2016-06-05,18
2016-06-06,18
2016-06-07,18
2016-06-08,18
2016-06-09,17
2016-06-10,17
2016-06-11,17
2016-06-12,17
2016-06-13,17
2016-06-14,17
2016-06-15,17
2016-06-16,17
2016-06-17,17
2016-06-18,17
2016-06-19,17
2016-06-20,17
2016-06-21,17
2016-06-22,17
2016-06-23,17
2016-06-24,17
2016-06-25,16
2016-06-26,16
2016-06-27,15
2016-06-28,15
2016-06-29,15
2016-06-30,15
2016-07-01,15
2016-07-02,15
2016-07-03,14
2016-07-04,14
2016-07-05,14
2016-07-06,13
2016-07-07,13
2016-07-08,13
2016-07-09,13
2016-07-10,13
2016-07-11,14
2016-07-12,14
2016-07-13,15
2016-07-14,16
2016-07-15,16
2016-07-16,16
2016-07-17,16
2016-07-18,17
2016-07-23,19
2016-07-24,20
2016-07-25,20
2016-07-26,20
2016-07-27,20
2016-07-28,20
2016-07-29,20
2016-07-30,20
2016-07-31,20
2016-08-01,20
2016-08-02,19
2016-08-03,18
2016-08-04,18
2016-08-05,17
2016-08-06,16
2016-08-07,15
2016-08-08,15
2016-08-09,15
2016-08-10,15
2016-08-11,16
2016-08-12,16
2016-08-13,17
2016-08-14,17
2016-08-15,17
2016-08-16,17
2016-08-17,17
2016-08-18,17
2016-08-19,17
2016-08-20,17
2016-08-21,17
2016-08-22,17
2016-08-23,16
2016-08-24,16
2016-08-25,15
2016-08-26,15
2016-08-28,14
2016-08-31,13
2016-09-01,13
2016-09-02,13
2016-09-03,13
2016-09-04,13
2016-09-05,13
2016-09-06,13
2016-09-07,13
2016-09-08,13
2016-09-09,13
2016-09-10,13
2016-09-11,13
2016-09-12,12
2016-09-13,12
2016-09-14,12
2016-09-15,12
2016-09-16,12
2016-09-17,12
2016-09-18,12
2016-09-19,12
2016-09-20,12
2016-09-21,12
2016-09-22,12
2016-09-23,12
2016-09-24,12
2016-09-25,13
2016-09-26,13
2016-09-27,13
2016-09-28,13
2016-09-29,14
2016-09-30,15
2016-10-01,15
2016-10-02,15
2016-10-03,15
2016-10-04,15
2016-10-05,15
2016-10-06,16
2016-10-07,16
2016-10-08,16
2016-10-09,16
2016-10-10,16
2016-10-11,16
2016-10-12,16
2016-10-13,16
2016-10-14,16
2016-10-15,16
2016-10-16,16
2016-10-17,16
2016-10-18,16
2016-10-19,16
2016-10-20,16
2016-10-21,15
2016-10-22,15
2016-10-23,14
2016-10-24,13
2016-10-25,13
2016-10-26,12
2016-10-27,12
2016-10-28,12
2016-10-29,12
2016-10-30,12
2016-10-31,12
2016-11-01,12
2016-11-02,13
2016-11-03,13
2016-11-04,14
2016-11-05,14
2016-11-06,15
2016-11-07,15
2016-11-08,16
2016-11-09,16
2016-11-10,16
2016-11-11,16
2016-11-12,16
2016-11-13,16
2016-11-14,16
2016-11-15,16
2016-12-07,18
2016-12-08,18
2016-12-09,18
2016-12-10,18
2016-12-11,18
2016-12-12,18
2016-12-13,18
2016-12-14,18
2016-12-15,18
2016-12-16,18
2016-12-17,17
2016-12-18,17
2016-12-19,17
2016-12-20,17
2016-12-21,17
2016-12-22,17
2016-12-23,17
2016-12-24,17
2016-12-25,17
2016-12-26,17
2016-12-27,17
2016-12-28,17
2016-12-29,17
2016-12-30,17
2016-12-31,17
2017-01-01,18
2017-01-02,18
2017-01-03,18
2017-01-04,19
2017-01-05,19
2017-01-06,19
2017-01-07,19
2017-01-08,18
2017-01-09,18
2017-01-10,18
2017-01-11,18
2017-01-12,18
2017-01-13,18
2017-01-14,18
2017-01-15,18
2017-01-16,19
2017-01-17,19
2017-01-18,19
2017-01-19,19
2017-01-20,18
2017-01-21,17
2017-01-22,16
2017-01-23,15
2017-01-27,16
2017-01-28,16
2017-01-29,16
2017-01-30,16
2017-01-31,16
2017-02-01,16
2017-02-02,16
2017-02-03,16
2017-02-04,15
2017-02-05,14
2017-02-06,14
2017-02-07,14
2017-02-08,14
2017-02-09,14
2017-02-10,14
2017-02-11,13
2017-02-12,13
2017-02-13,13
2017-02-14,13
2017-02-15,13
2017-02-16,14
2017-02-18,14
2017-02-19,14
2017-02-20,14
2017-02-21,14
2017-02-22,14
2017-02-23,14
2017-02-24,14
2017-02-25,13
2017-02-26,13
2017-02-27,12
2017-02-28,12
2017-03-01,12
2017-03-02,11
2017-03-03,11
2017-03-04,11
2017-03-05,11
2017-03-06,11
2017-03-07,12
2017-03-08,12
2017-03-09,12
2017-03-10,12
2017-03-11,12
2017-03-12,13
2017-03-13,14
2017-03-14,14
2017-03-15,14
2017-03-16,14
2017-03-17,14
2017-03-18,14
2017-03-19,14
2017-03-20,14
2017-03-21,14
2017-03-22,14
2017-03-23,15
2017-03-24,16
2017-03-25,16
2017-03-26,17
2017-03-27,18
2017-03-28,19
2017-03-29,20
2017-03-30,19
2017-03-31,19
2017-04-01,18
2017-04-02,18
2017-04-03,18
2017-04-04,18
2017-04-12,16
2017-04-13,16
2017-04-14,16
2017-04-15,16
2017-04-16,16
2017-04-17,16
2017-04-18,16
2017-04-19,16
2017-04-20,16
2017-04-21,15
2017-04-22,15
2017-04-23,15
2017-04-24,15
2017-04-25,15
2017-04-26,15
2017-04-27,15
2017-04-28,16
2017-04-29,16
2017-04-30,17
2017-05-01,17
2017-05-02,17
2017-05-03,17
2017-05-04,16
2017-05-05,15
2017-05-06,15
2017-05-07,14
2017-05-08,13
2017-05-09,13
2017-05-10,13
2017-05-11,13
2017-05-12,13
2017-05-13,13
2017-05-14,13
2017-05-15,13
2017-05-16,12
2017-05-17,12
2017-05-18,12
2017-05-19,12
2017-05-20,12
2017-05-21,12
2017-05-22,13
2017-05-23,13
2017-05-24,13
2017-05-25,13
2017-05-26,13
2017-05-27,13
2017-05-28,13
2017-05-29,13
2017-05-30,13
2017-05-31,12
2017-06-01,11
2017-06-02,10
2017-06-03,10
2017-06-04,9
2017-06-05,9
2017-06-06,9
2017-06-07,9
2017-06-08,9
2017-06-09,9
2017-06-10,10
2017-06-11,10
2017-06-12,10
2017-06-13,11
2017-06-14,11
2017-06-15,11
2017-06-16,11
2017-06-17,11
2017-06-18,11
2017-06-19,11
2017-06-20,11
2017-06-21,11
2017-06-22,11
2017-06-23,12
2017-06-24,13
2017-06-25,13
2017-06-26,13
2017-06-27,12
2017-06-28,12
2017-06-29,12
2017-06-30,11
2017-07-01,11
2017-07-02,11
2017-07-03,11
2017-07-04,12
2017-07-05,12
2017-07-06,12
2017-07-07,12
2017-07-08,12
2017-07-13,13
2017-07-14,13
2017-07-15,13
2017-07-16,14
2017-07-17,14
2017-07-18,14
2017-07-19,14
2017-07-20,15
2017-07-21,15
2017-07-22,15
2017-07-23,15
2017-07-24,15
2017-07-25,15
2017-07-26,15
2017-07-27,14
2017-07-28,14
2017-07-29,14
2017-07-30,14
2017-07-31,14
2017-08-01,13
2017-08-02,13
2017-08-03,13
2017-08-04,14
2017-08-05,14
2017-08-06,14
2017-08-09,15
2017-08-10,15
2017-08-11,15
2017-08-12,15
2017-08-13,15
2017-08-14,15
2017-08-15,15
2017-08-16,14
2017-08-17,13
2017-08-18,13
2017-08-19,13
2017-08-20,13
2017-08-21,13
2017-08-22,13
2017-08-23,14
2017-08-24,14
2017-08-25,14
2017-08-26,15
2017-08-27,15
2017-08-28,16
2017-08-29,16
2017-08-30,16
2017-08-31,16
2017-09-01,16
2017-09-02,16
2017-09-03,16
2017-09-04,16
2017-09-05,17
2017-09-06,17
2017-09-07,17
2017-09-08,17
2017-09-09,18
2017-09-10,18
2017-09-11,18
2017-09-12,18
2017-09-13,18
2017-09-14,19
2017-09-15,19
2017-09-16,19
2017-09-17,19
2017-09-18,18
2017-09-19,18
2017-09-20,19
2017-09-21,19
2017-09-22,19
2017-09-23,19
2017-09-24,19
2017-09-25,19
2017-09-26,19
2017-09-27,19
2017-09-28,19
2017-09-29,19
2017-09-30,19
2017-10-01,19
2017-10-02,19
2017-10-03,19
2017-10-04,20
2017-10-05,20
2017-10-06,20
2017-10-07,20
2017-10-08,21
2017-10-09,21
2017-10-10,22
2017-10-11,22
2017-10-12,21
2017-10-13,20
2017-10-14,20
2017-10-15,20
2017-10-16,20
2017-10-17,20
2017-10-18,20
2017-10-19,20
2017-10-20,19
2017-10-21,19
2017-10-22,18
2017-10-23,18
2017-10-24,18
2017-10-25,18
2017-10-26,18
2017-10-27,18
2017-10-28,18
2017-10-29,18
2017-10-30,18
2017-10-31,18
2017-11-01,18
2017-11-02,18
2017-11-03,17
2017-11-04,17
2017-11-05,17
2017-11-06,17
2017-11-07,17
2017-11-08,17
2017-11-09,17
2017-11-10,17
2017-11-11,16
2017-11-12,16
2017-11-13,16
2017-11-14,16
2017-11-15,16
2017-11-16,16
2017-11-17,16
2017-11-18,16
2017-11-19,17
2017-11-20,17
2017-11-21,17
2017-11-22,17
2017-11-23,17
2017-11-24,17
2017-11-25,18
2017-11-26,19
2017-11-27,19
2017-11-28,20
2017-11-29,20
2017-11-30,20
2017-12-01,19
2017-12-02,19
2017-12-03,18
2017-12-04,18
2017-12-05,18
2017-12-06,17
2017-12-07,17
2017-12-08,17
2017-12-09,17
2017-12-10,16
2017-12-11,16
2017-12-12,16
2017-12-13,15
2017-12-14,15
2017-12-15,15
2017-12-16,15
2017-12-17,15
2017-12-18,15
2017-12-19,15
2017-12-20,16
2017-12-21,15
2017-12-22,14
2017-12-23,14
2017-12-24,14
2017-12-25,15
2017-12-26,15
2017-12-27,16
2017-12-28,16
2017-12-29,16
2017-12-30,16
2017-12-31,16
2018-01-01,16
2018-01-02,17
2018-01-03,17
2018-01-04,17
2018-01-05,17
2018-01-06,17
2018-01-07,17
2018-01-08,16
2018-01-09,16
2018-01-10,16
2018-01-11,15
2018-01-12,15
2018-01-13,15
2018-01-14,14
2018-01-15,14
2018-01-16,13
2018-01-17,13
2018-01-18,13
2018-01-19,13
2018-01-20,13
2018-01-21,13
2018-01-22,13
2018-01-23,12
2018-01-25,13
2018-01-26,13
2018-01-27,13
2018-01-28,13
2018-01-29,14
2018-01-30,15
2018-01-31,15
2018-02-01,15
2018-02-02,15
2018-02-03,15
2018-02-04,16
2018-02-05,16
2018-02-06,16
2018-02-07,16
2018-02-08,16
2018-02-09,16
2018-02-10,16
2018-02-11,15
2018-02-12,15
2018-02-13,15
2018-02-14,15
2018-02-15,15
2018-02-16,15
2018-02-17,15
2018-02-18,15
2018-02-19,15
2018-02-20,15
2018-02-21,16
2018-02-22,16
2018-02-23,17
2018-02-24,17
2018-02-25,18
2018-02-26,19
2018-02-27,19
2018-02-28,20
2018-03-01,21
2018-03-02,22
2018-03-03,22
2018-03-04,22
2018-03-05,22
2018-03-06,20
2018-03-07,20
2018-03-08,20
2018-03-09,20
2018-03-10,20
2018-03-11,19
2018-03-12,19
2018-03-13,19
2018-03-14,19
2018-03-15,20
2018-03-16,19
2018-03-17,19
2018-03-18,18
2018-03-19,18
2018-03-20,18
2018-03-21,18
2018-03-23,18
2018-03-24,18
2018-03-25,18
2018-03-26,17
2018-03-27,17
2018-03-28,17
2018-03-29,17
2018-03-30,17
2018-03-31,16
2018-04-01,16
2018-04-02,15
2018-04-03,14
2018-04-04,14
2018-04-05,14
2018-04-06,15
2018-04-07,15
2018-04-08,16
2018-04-09,15
2018-04-10,14
2018-04-11,14
2018-04-12,13
2018-04-13,14
2018-04-14,15
2018-04-15,15
2018-04-16,15
2018-04-17,15
2018-04-18,15
2018-04-19,16
2018-04-20,17
2018-04-21,18
2018-04-22,18
2018-04-23,19
2018-04-24,20
2018-04-25,21
2018-04-26,21
2018-04-27,22
2018-04-28,20
2018-04-29,19
2018-04-30,18
2018-05-01,17
2018-05-03,16
2018-05-04,16
2018-05-05,16
2018-05-06,16
2018-05-07,16
2018-05-08,16
2018-05-09,16
2018-05-10,16
2018-05-11,16
2018-05-12,16
2018-05-13,16
2018-05-14,16
2018-05-15,15
2018-05-16,15
2018-05-17,15
2018-05-18,15
2018-05-19,15
2018-05-20,15
2018-05-21,15
2018-05-22,15
2018-05-23,15
2018-05-24,15
2018-05-25,16
2018-05-26,17
2018-05-27,17
2018-05-28,17
2018-05-29,17
2018-05-30,17
2018-05-31,18
2018-06-01,18
2018-06-02,18
2018-06-03,18
2018-06-04,17
2018-06-05,17
2018-06-06,17
2018-06-07,17
2018-06-08,17
2018-06-09,17
2018-06-10,17
2018-06-11,17
2018-06-12,17
2018-06-13,17
2018-06-14,17
2018-06-15,17
2018-06-16,16
2018-06-17,16
2018-06-18,16
2018-06-19,17
2018-06-20,17
2018-06-21,18
2018-06-22,19
2018-06-23,19
2018-06-24,19
2018-06-25,20
2018-06-26,20
2018-06-27,20
2018-06-28,20
2018-06-29,20
2018-06-30,19
2018-07-01,18
2018-07-02,17
2018-07-03,17
2018-07-04,16
2018-07-05,16
2018-07-06,16
2018-07-07,16
2018-07-08,15
2018-07-09,14
2018-07-10,15
2018-07-11,15
2018-07-12,14
2018-07-13,14
2018-07-14,14
2018-07-15,14
2018-07-16,14
2018-07-17,15
2018-07-18,14
2018-07-19,14
2018-07-20,14
2018-07-21,14
2018-07-22,14
2018-07-23,14
2018-07-24,14
2018-07-25,14
2018-07-26,14
2018-07-27,14
2018-07-28,14
2018-07-29,14
2018-07-30,14
2018-07-31,14
2018-08-01,14
2018-08-02,15
2018-08-03,15
2018-08-04,15
2018-08-05,15
2018-08-06,15
2018-08-07,15
2018-08-08,15
2018-08-09,15
2018-08-10,15
2018-08-11,15
2018-08-12,15
2018-08-14,15
2018-08-16,15
2018-08-17,15
2018-08-18,14
2018-08-19,14
2018-08-20,14
2018-08-21,15
2018-08-22,15
2018-08-23,16
2018-08-24,16
2018-08-25,17
2018-08-26,18
2018-08-27,19
2018-08-28,19
2018-08-29,19
2018-08-30,18
2018-08-31,18
2018-09-01,18
2018-09-02,18
2018-09-03,18
2018-09-04,18
2018-09-05,18
2018-09-06,18
2018-09-07,17
2018-09-08,17
2018-09-09,17
2018-09-10,18
2018-09-11,18
2018-09-12,19
2018-09-13,19
2018-09-14,20
2018-09-15,21
2018-09-16,22
2018-09-17,21
2018-09-18,20
2018-09-19,20
2018-09-20,19
2018-09-21,19
2018-09-22,19
2018-09-23,19
2018-09-24,19
2018-09-25,18
2018-09-26,17
2018-09-27,17
2018-09-28,16
2018-09-29,16
2018-09-30,16
2018-10-01,16
2018-10-02,16
2018-10-03,17
2018-10-04,18
2018-10-05,18
2018-10-06,18
2018-10-07,18
2018-10-08,18
2018-10-09,18
2018-10-10,18
2018-10-11,18
2018-10-12,18
2018-10-13,18
2018-10-14,18
2018-10-15,18
2018-10-16,17
2018-10-17,16
2018-10-18,16
2018-10-19,16
2018-10-20,16
2018-10-21,17
2018-10-22,17
2018-10-23,18
2018-10-24,19
2018-10-25,20
2018-10-26,20
2018-10-27,20
2018-10-28,20
2018-10-29,20
2018-10-30,21
2018-10-31,22
2018-11-01,22
2018-11-03,21
2018-11-04,21
2018-11-05,20
2018-11-06,19
2018-11-07,19
2018-11-08,19
2018-11-09,19
2018-11-10,18
2018-11-11,18
2018-11-12,18
2018-11-13,18
2018-11-14,19
2018-11-15,19
2018-11-16,19
2018-11-17,19
2018-11-18,19
2018-11-19,18
2018-11-20,18
2018-11-21,18
2018-11-22,18
2018-11-23,18
2018-11-24,18
2018-11-25,18
2018-11-26,18
2018-11-27,18
2018-11-28,18
2018-11-29,19
2018-12-01,19
2018-12-02,20
2018-12-03,20
2018-12-04,20
2018-12-05,21
2018-12-07,22
2018-12-09,23
2018-12-10,24
2018-12-11,23
2018-12-12,24
2018-12-13,25
2018-12-14,25
2018-12-15,24
2018-12-16,23
2018-12-17,23
2018-12-18,23
2018-12-19,23
2018-12-20,23
2018-12-21,23
2018-12-22,23
2018-12-23,23
2018-12-24,23
2018-12-25,22
2018-12-26,21
2018-12-27,21
2018-12-28,22
2018-12-29,23
2018-12-30,24
2018-12-31,24
2019-01-01,24
2019-01-02,24
2019-01-03,25
2019-01-04,26
2019-01-05,26
2019-01-06,27
2019-01-08,29
2019-01-10,28
2019-01-11,28
2019-01-12,28
2019-01-13,27
2019-01-14,25
2019-01-15,25
2019-01-16,25
2019-01-17,25
2019-01-18,25
2019-01-19,26
2019-01-20,27
2019-01-21,27
2019-01-22,28
2019-01-23,29
2019-01-24,30
2019-01-25,30
2019-01-26,31
2019-01-27,31
2019-01-28,29
2019-01-29,28
2019-01-30,28
2019-01-31,29
2019-02-01,29
2019-02-02,30
2019-02-03,30
2019-02-04,29
2019-02-05,27
2019-02-06,27
2019-02-07,27
2019-02-08,26
2019-02-09,26
2019-02-10,25
2019-02-11,25
2019-02-12,26
2019-02-13,27
2019-02-14,28
2019-02-15,29
2019-02-16,29
2019-02-17,28
2019-02-18,29
2019-02-19,30
2019-02-20,30
2019-02-21,30
2019-02-22,30
2019-02-23,29
2019-02-24,29
2019-02-25,28
2019-02-26,28
2019-02-27,29
2019-02-28,29
2019-03-01,29
2019-03-02,29
2019-03-03,29
2019-03-04,30
2019-03-05,31
2019-03-06,31
2019-03-07,31
2019-03-08,31
2019-03-09,32
2019-03-10,32
2019-03-11,31
2019-03-12,30
2019-03-13,29
2019-03-14,28
2019-03-15,28
2019-03-16,28
2019-03-17,29
2019-03-18,29
2019-03-19,28
2019-03-20,28
2019-03-21,27
2019-03-22,27
2019-03-23,28
2019-03-24,29
2019-03-25,30
2019-03-26,30
2019-03-27,30
2019-03-28,30
2019-03-29,30
2019-03-30,29
2019-03-31,30
2019-04-01,28
2019-04-02,28
2019-04-03,27
2019-04-04,27
2019-04-05,26
2019-04-06,25
2019-04-07,26
2019-04-08,26
2019-04-09,28
2019-04-10,29
2019-04-11,29
2019-04-12,29
2019-04-13,27
2019-04-14,27
2019-04-15,27
2019-04-16,29
2019-04-17,31
2019-04-18,32
2019-04-19,31
2019-04-20,30
2019-04-21,28
2019-04-22,27
2019-04-23,28
2019-04-24,30
2019-04-25,30
2019-04-26,29
2019-04-27,28
2019-04-28,27
2019-04-29,27
2019-04-30,26
2019-05-01,25
2019-05-02,24
2019-05-03,26
2019-05-04,27
2019-05-05,28
2019-05-06,29
2019-05-07,29
2019-05-08,29
2019-05-09,29
2019-05-10,28
2019-05-11,30
2019-05-12,28
2019-05-13,26
2019-05-14,24
2019-05-15,22
2019-05-16,21
2019-05-17,20
2019-05-18,20
2019-05-19,20
2019-05-20,20
2019-05-21,20
2019-05-22,20
2019-05-23,20
2019-05-24,20
2019-05-25,21
2019-05-26,22
2019-05-27,22
2019-05-28,22
2019-05-29,23
2019-05-30,24
2019-05-31,25
2019-06-01,25
2019-06-02,25
2019-06-03,25
2019-06-04,24
2019-06-05,24
2019-06-06,24
2019-06-07,24
2019-06-08,24
2019-06-09,24
2019-06-10,24
2019-06-11,24
2019-06-12,24
2019-06-13,24
2019-06-14,25
2019-06-15,25
2019-06-16,26
2019-06-17,26
2019-06-18,26
2019-06-19,26
2019-06-20,25
2019-06-21,24
2019-06-22,23
2019-06-23,23
2019-06-24,24
2019-06-25,24
2019-06-26,25
2019-06-27,25
2019-06-28,24
2019-06-29,23
2019-06-30,23
2019-07-01,24
2019-07-02,24
2019-07-03,26
2019-07-04,27
2019-07-05,26
2019-07-06,26
2019-07-07,26
2019-07-08,25
2019-07-09,25
2019-07-10,25
2019-07-11,23
2019-07-12,22
2019-07-13,22
2019-07-14,22
2019-07-15,23
2019-07-16,23
2019-07-17,22
2019-07-18,21
2019-07-19,20
2019-07-20,19
2019-07-21,19
2019-07-22,20
2019-07-23,21
2019-07-24,22
2019-07-25,23
2019-07-26,25
2019-07-27,27
2019-07-28,27
2019-07-29,27
2019-07-30,27
2019-07-31,27
2019-08-01,27
2019-08-02,27
2019-08-03,27
2019-08-04,26
2019-08-05,26
2019-08-06,26
2019-08-07,26
2019-08-08,28
2019-08-09,28
2019-08-10,29
2019-08-11,27
2019-08-12,27
2019-08-13,28
2019-08-14,30
2019-08-15,31
2019-08-16,31
2019-08-17,30
2019-08-18,29
2019-08-19,28
2019-08-20,27
2019-08-21,27
2019-08-22,28
2019-08-23,28
2019-08-24,26
2019-08-24,26
2019-08-25,25
2019-08-25,25
2019-08-26,25
2019-08-26,25
